p_expressed	max_monomer_counts	max_mRNA_counts	cistron_idx	gene_name	cistron_name	protein_name
0.75	161	2	4179	G7825	G7825_RNA	G7825-MONOMER
0.75	36	1	4180	G7826	G7826_RNA	DCUR-MONOMER
0.75	1092	1	4181	G7827	G7827_RNA	DCUS-MONOMER
0.75	106	1	4182	G7828	G7828_RNA	G7828-MONOMER
0.25	88	1	4183	G7829	G7829_RNA	G7829-MONOMER
0.75	87	2	4184	G7830	G7830_RNA	G7830-MONOMER
0.25	3702	1	4185	G7832	G7832_RNA	G7832-MONOMER
0.25	47	1	4190	G7837	G7837_RNA	G7837-MONOMER
0.25	58	1	4191	G7838	G7838_RNA	G7838-MONOMER
0.5	187	2	4195	G7842	G7842_RNA	G7842-MONOMER
0.25	123	1	4196	G7843	G7843_RNA	G7843-MONOMER
0.25	59	1	4204	G7851	G7851_RNA	G7851-MONOMER
0.75	119	1	4205	G7852	G7852_RNA	G7852-MONOMER
0.5	181	1	4206	G7853	G7853_RNA	G7853-MONOMER
0.25	71	1	4208	G7855	G7855_RNA	G7855-MONOMER
0.25	118	1	4209	G7856	G7856_RNA	SGAT-MONOMER
0.25	55	1	4210	G7858	G7858_RNA	G7858-MONOMER
0.25	61	1	4211	G7859	G7859_RNA	G7859-MONOMER
0.25	43	1	4212	G7860	G7860_RNA	G7860-MONOMER
0.5	120	1	4213	G7861	G7861_RNA	G7861-MONOMER
0.5	9	1	4217	G7866	G7866_RNA	G7866-MONOMER
0.5	222	1	4218	G7867	G7867_RNA	G7867-MONOMER
0.25	120	1	4221	G7870	G7870_RNA	G7870-MONOMER
0.75	84	2	4223	G7872	G7872_RNA	G7872-MONOMER
0.5	174	1	4232	G7883	G7883_RNA	G7883-MONOMER
0.75	83	1	4238	G7889	G7889_RNA	G7889-MONOMER
0.25	5	1	4240	G7891	G7891_RNA	G7891-MONOMER
0.25	1603	1	4241	G7892	G7892_RNA	GLUCONREDUCT-MONOMER
0.5	1643	1	4242	G7893	G7893_RNA	IDONDEHYD-MONOMER
0.5	34	1	4243	G7894	G7894_RNA	MONOMER0-4254
0.5	350	2	4245	G7899	G7899_RNA	G7899-MONOMER
0.75	291	1	4246	G7900	G7900_RNA	G7900-MONOMER
0.5	437	1	4247	G7901	G7901_RNA	G7901-MONOMER
0.25	16	1	4250	G7909	G7909_RNA	G7909-MONOMER
0.25	31	1	4251	G7910	G7910_RNA	G7910-MONOMER
0.25	33	1	4252	G7911	G7911_RNA	G7911-MONOMER
0.5	113	1	4253	G7912	G7912_RNA	G7912-MONOMER
0.5	114	1	4254	G7913	G7913_RNA	G7913-MONOMER
0.5	162	1	4255	G7914	G7914_RNA	G7914-MONOMER
0.75	152	1	4257	G7916	G7916_RNA	G7916-MONOMER
0.5	17	1	4263	G7923	G7923_RNA	G7923-MONOMER
0.5	120	1	4264	G7924	G7924_RNA	G7924-MONOMER
0.5	4	1	4265	G7925	G7925_RNA	G7925-MONOMER
0.5	73	1	4266	G7926	G7926_RNA	G7926-MONOMER
0.5	166	1	4267	G7927	G7927_RNA	G7927-MONOMER
0.75	32	1	4273	G7933	G7933_RNA	G7933-MONOMER
0.5	416	2	4275	G7937	G7937_RNA	G7937-MONOMER
0.25	222	1	4279	G7942	G7942_RNA	G7942-MONOMER
0.25	23	1	4280	G7944	G7944_RNA	G7944-MONOMER
0.25	52	1	4281	G7945	G7945_RNA	G7945-MONOMER
0.75	32	1	4286	G7950	G7950_RNA	G7950-MONOMER
0.75	18	1	4287	G7951	G7951_RNA	G7951-MONOMER
0.75	9	1	4290	G7954	G7954_RNA	G7954-MONOMER
0.75	31	1	4291	G7961	G7961_RNA	PHENDEHYD-MONOMER
0.5	254	1	4295	G8202	G8202_RNA	G8202-MONOMER
0.5	19	1	4297	G85	G85_RNA	XANTHOSINEPHOSPHORY-MONOMER
0.25	38	1	4307	M015	M015_RNA	HCAA2-MONOMER
0.25	169	1	4308	RUVA	RUVA_RNA	EG10923-MONOMER
